,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Triệu đồng
985,Quận Tây Hồ,Phường Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,5,4,37.0,12.0,3.0,2649.94
986,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,6,80.0,19.0,4.2,10500.0
987,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4,36.0,12.0,3.0,2750.04
988,Quận Hà Đông,Phường Đồng Mai,"Nhà ngõ, hẻm",Đã có sổ,3,3,32.0,8.0,4.0,1249.92
989,Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,3,3,33.0,6.0,6.0,3950.1
990,Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5,4,38.0,8.0,6.0,3399.86
991,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,11.0,4.5,4900.0
992,Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4,39.0,10.0,3.9,1600.17
993,Quận Đống Đa,Phường Văn Miếu,"Nhà ngõ, hẻm",Đã có sổ,2,3,50.0,10.0,5.0,3500.0
994,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,6,3,35.0,9.0,4.2,5799.85
995,Quận Nam Từ Liêm,Phường Mỹ Đình 1,Nhà biệt thự,Đã có sổ,4,5,137.0,12.0,11.9,120.012
996,Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,1680.0
997,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,6,35.0,10.0,3.5,3500.0
998,Quận Ba Đình,Phường Cống Vị,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,40.0,13.33,3.0,3150.0
999,Quận Long Biên,Phường Sài Đồng,"Nhà ngõ, hẻm",Đã có sổ,1,1,40.0,5.95,5.6,2300.0
1000,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,8,66.0,12.0,6.0,5000.160000000001
1001,Quận Tây Hồ,Phường Phú Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,59.0,11.0,6.0,10500.23
1002,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1,56.0,12.0,5.0,6100.08
1003,Quận Đống Đa,Phường Láng Hạ,Nhà phố liền kề,Đã có sổ,3,3,55.0,14.0,4.0,5750.25
1004,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6,60.0,15.0,4.0,9000.0
1005,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,3,35.0,10.0,3.3,3500.0
1006,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,52.0,8.3,6.3,4500.08
1007,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,4,50.0,10.9,4.6,7000.0
1008,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,5600.0
1009,Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,10.0,4.0,5400.0
1010,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đang chờ sổ,1,1,58.0,15.0,4.0,799.8199999999999
1011,Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,9.0,3.1,3549.9
1012,Quận Ba Đình,Phường Phúc Xá,"Nhà ngõ, hẻm",Đã có sổ,7,4,37.0,8.0,5.0,5900.02
1013,Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,3,3,75.0,21.0,3.6,4580.25
1014,Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,3,25.0,6.0,4.5,2250.0
1015,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,2,24.0,7.0,4.0,1900.08
1016,Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,52.0,13.0,4.0,4249.96
1017,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,7,11,60.0,9.0,7.0,7000.2
1018,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,9.0,3.4,2130.0
1019,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,9.0,3.8,2199.9
1020,Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,30.0,8.0,4.0,2649.9
1021,Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,9.0,4.0,3200.05
1022,Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,6,6,64.0,16.0,4.0,7699.84
1023,Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,4,3,37.0,9.0,4.0,2800.1600000000003
1024,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,10.0,35.0,2850.05
1025,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,9.0,3.5,3190.08
1026,Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,10.0,3.5,2100.0
1027,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,4,36.0,7.0,5.0,2999.88
1028,Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,5,3,36.0,9.0,4.0,2999.88
1029,Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4,7,92.0,20.5,4.5,4600.0
1030,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,2,25.0,6.3,4.0,3300.0
1031,Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,3,3,34.0,10.0,3.4,1949.9
1032,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,6,36.0,9.0,4.0,6699.960000000001
1033,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,2,2,70.0,10.0,6.0,4300.1
1034,Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,52.2,10.0,5.2,5722.164000000001
1035,Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,35.0,10.0,3.5,3200.05
1036,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,4.76,6.46,2150.1
1037,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6,4,35.0,8.0,4.0,5000.1
1038,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,4,42.0,13.0,3.0,3199.98
1039,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,2,2,51.0,6.0,8.0,2000.22
1040,Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,5,5,46.0,12.0,4.0,4849.780000000001
1041,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,34.0,9.5,3.7,2899.86
1042,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,27.0,9.0,3.4,2900.0699999999997
1043,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,4,60.0,15.0,4.2,4249.8
1044,Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,2750.0
1045,Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,7.5,4.5,2350.08
1046,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6,4,35.0,7.0,5.0,5000.1
1047,Quận Thanh Xuân,Phường Phương Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,40.0,8.0,5.0,5500.0
1048,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,2,16.0,16.0,3.2,1400.0
1049,Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,3,25.0,6.0,4.0,2750.0
1050,Quận Bắc Từ Liêm,Phường Đông Ngạc,"Nhà ngõ, hẻm",Đã có sổ,1,1,32.4,7.5,4.33,1417.5
1051,Quận Thanh Xuân,Phường Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,40.0,7.0,4.0,2600.0
1052,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,4,5,36.0,4.0,4.0,2700.0
1053,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,32.0,10.0,3.2,1249.92
1054,Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,4,3,75.0,21.0,3.6,4580.25
1055,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4,37.0,9.5,4.2,3300.0299999999997
1056,Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,6,3,45.0,9.0,5.0,4599.9
1057,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,5,5,36.0,12.0,3.0,2999.88
1058,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,8.0,4.0,6000.0
1059,Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,4,3,37.0,9.34,3.95,3200.1299999999997
1060,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,2500.0
1061,Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,50.0,10.0,5.0,7650.0
1062,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,65.0,8.0,8.0,6700.2
1063,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,10.0,3.5,3099.95
1064,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4,46.0,11.0,4.2,3950.0200000000004
1065,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,5,52.0,13.0,4.0,4750.2
1066,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,3400.0
1067,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,4,68.0,70.0,6.0,10000.08
1068,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,3,3,96.0,12.0,8.4,5300.16
1069,Quận Long Biên,Phường Việt Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,58.5,15.0,4.0,6001.515
1070,Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,55.0,15.0,4.0,4000.15
1071,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,3,27.0,9.0,3.5,2549.88
1072,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,1,2,34.0,8.2,4.2,2300.1000000000004
1073,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,11.0,4.0,3799.7999999999997
1074,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,4,41.0,10.0,4.0,3100.0099999999998
1075,Quận Long Biên,Phường Ngọc Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,60.0,10.0,6.1,5299.8
1076,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,4,4,60.0,13.0,4.0,4300.2
1077,Huyện Thanh Trì,Xã Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,33.0,11.0,3.0,2300.1
1078,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,2,2,35.0,7.0,5.0,2250.15
1079,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,5,40.0,10.0,4.0,4300.0
1080,Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,6,3,80.0,10.5,7.5,7800.0
1081,Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,27.0,7.5,3.6,2979.9900000000002
1082,Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,5,4,50.0,12.5,4.0,6500.0
1083,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,2,30.0,9.0,3.5,2250.0
1084,Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,56.0,11.0,5.0,5750.08
1085,Quận Long Biên,Phường Phúc Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,5,40.0,10.1,3.8,2800.0
1086,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,2,30.0,9.3,3.2,2600.1
1087,Quận Hà Đông,Phường Yên Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,161.0,18.0,8.0,4400.13
1088,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3,34.0,10.0,3.4,2849.8799999999997
1089,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,3,36.0,9.0,3.8,2850.12
1090,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,2,3,42.0,15.0,3.5,2499.84
1091,Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,33.0,9.0,3.6,3100.02
1092,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,42.0,7.0,6.0,3900.12
1093,Quận Đống Đa,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,44.0,11.0,4.0,7200.16
1094,Quận Đống Đa,Phường Khâm Thiên,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,32.0,8.0,4.0,2900.16
1095,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,8.0,5.0,3700.0
1096,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,6,58.0,12.6,4.6,7400.22
1097,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,1,2,90.0,15.0,6.0,2799.9
1098,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,3,64.0,30.0,5.0,4099.84
1099,Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,32.0,11.0,3.0,2300.16
1100,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,4,43.0,11.0,4.0,4300.0
1101,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,6,6,55.0,10.0,5.0,6200.150000000001
1102,Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,37.0,9.0,4.0,2989.9700000000003
1103,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,1,1,35.0,8.0,4.5,2649.85
1104,Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,6,4,30.0,8.0,3.5,4200.0
1105,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,6,4,40.0,8.0,5.4,4050.0
1106,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,56.0,11.0,5.0,5000.240000000001
1107,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,2,30.0,4.0,4.0,1650.0
1108,Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,4,150.0,9.0,4.0,3799.4999999999995
1109,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,6,11,90.0,15.0,6.0,1099.8
1110,Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,70.0,17.0,4.1,9499.7
1111,Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,3,2,30.0,7.0,4.0,2199.9
1112,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,3,32.0,8.0,4.0,2520.0
1113,Quận Hà Đông,Phường Đồng Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,35.0,10.0,3.0,144.89999999999998
1114,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,6,52.0,12.0,4.5,3599.96
1115,Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,2,30.0,9.0,3.5,1530.0
1116,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,35.0,10.0,35.0,1680.0
1117,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,3,45.0,10.0,4.5,4800.15
1118,Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5,5,47.0,9.4,5.0,4999.86
1119,Huyện Thanh Trì,Xã Đông Mỹ,"Nhà ngõ, hẻm",Đã có sổ,2,3,50.0,12.0,4.0,1200.0
1120,Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,5,40.0,9.5,4.2,5250.0
1121,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,5,48.0,11.0,4.5,4299.84
1122,Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,5,5,30.0,7.9,3.8,3600.0
1123,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,35.0,9.0,4.0,1699.95
1124,Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,9.0,5.0,4800.15
1125,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,6,7,47.0,9.0,5.2,7199.93
1126,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,6,11,68.0,21.0,3.5,8000.200000000001
1127,Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,5,6,46.0,13.0,3.7,3000.12
1128,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,6,50.0,12.0,4.0,5200.0
1129,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,27.0,7.0,3.8,1949.94
1130,Quận Long Biên,Phường Ngọc Thụy,Nhà phố liền kề,Đã có sổ,5,3,38.0,11.0,4.0,4699.84
1131,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,8.0,5.0,5950.0
1132,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,6,37.0,10.0,4.5,5599.95
1133,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3,40.0,9.0,4.2,3050.0
1134,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,7.0,5.0,2649.85
1135,Quận Nam Từ Liêm,Phường Phương Canh,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,31.0,8.85,3.5,3299.9500000000003
1136,Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4,36.0,9.0,4.0,3800.16
1137,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,6.0,5.08,1650.0
1138,Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,3,3,36.0,12.0,33.0,1845.0
1139,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,60.0,3.8,15.0,7600.2
1140,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,6,47.0,14.7,3.4,5399.83
1141,Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,9.0,4.0,3500.0
1142,Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,4,36.0,36.0,36.0,2800.08
1143,Quận Long Biên,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,41.0,9.0,5.0,2270.17
1144,Quận Long Biên,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,55.0,14.0,4.0,3699.85
1145,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,6.0,5.0,2949.9
1146,Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,4,33.0,11.0,3.0,3000.0299999999997
1147,Quận Ba Đình,Phường Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,72.0,14.0,5.5,195.12
1148,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,32.0,8.0,4.0,1550.08
1149,Quận Long Biên,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,1,4,40.0,11.0,3.5,2550.0
1150,Quận Hà Đông,Phường Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,35.0,10.0,3.5,1750.0
1151,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,4,60.0,15.0,4.0,4000.2000000000003
1152,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,35.0,13.0,3.5,3550.05
1153,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,9.0,4.0,2500.05
1154,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,5,33.0,5.0,6.0,2419.89
1155,Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,5,5,72.0,13.3,4.5,7699.68
1156,Quận Hà Đông,Phường Dương Nội,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,32.0,9.0,3.5,2270.08
1157,Quận Tây Hồ,Phường Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,3,4,71.0,15.0,4.5,3500.2999999999997
1158,Quận Long Biên,Phường Ngọc Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,75.0,15.0,5.5,4299.75
1159,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,35.0,10.0,3.5,2900.1
1160,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,4,50.0,6.0,8.2,8900.0
1161,Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,3,2,35.0,10.0,3.5,2279.9
1162,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,7.0,4.3,3000.0
1163,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,42.0,10.0,4.0,1430.1
1164,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,1,2,40.0,9.0,4.5,2600.0
1165,Quận Tây Hồ,Phường Yên Phụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,86.0,20.0,4.0,8500.24
1166,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,6.0,5.0,3249.92
1167,Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,2,2,27.0,8.0,3.0,2449.98
1168,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3,40.0,9.0,4.0,2950.0
1169,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,9.0,4.0,2900.1
1170,Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,3,31.0,8.0,4.0,2700.1
1171,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,3,42.0,11.0,3.8,2650.2000000000003
1172,Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,3,20.0,7.0,3.0,1850.0
1173,Huyện Hoài Đức,Xã Đông La,"Nhà ngõ, hẻm",Đã có sổ,3,3,35.0,10.0,3.5,1400.0
1174,Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,35.0,8.2,4.5,2679.95
1175,Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,5,3,38.0,9.0,4.0,3850.16
1176,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,6,8,33.0,11.0,3.0,4299.900000000001
1177,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,2,30.0,9.0,3.5,2900.1
1178,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,9.0,3.8,3349.85
1179,Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,12.5,4.0,4750.0
1180,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,1430.0
1181,Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,11,63.0,9.0,7.0,7900.200000000001
